,text,cleaned,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count
509,"🚨 Hakim Ziyech is not in Potter’s plans and is ready to leave #Chelsea in January.
#CFC 

Via @NicoSchira", hakim ziyech is not in potter plans and is ready to leave chelsea in january cfc via ,0.2,0.5,positive,0.064,0.802,0.134,0.3182,86,17
510,Notes WhatsApp +44 7932 595798 #Ronaldo #Giroud #ange #Ronaldo #tenhag #GlazersSellManUtd #Glasgow #London #derry #Argentina #Chelsea #OldTrafford #ManchesterUnited #dublin #GlazersOut #Australia  #France #SaudiArabia #Qatar #England 👇https://t.co/AOcaq9vA1t https://t.co/tbgRAf3J0l,notes whatsapp 44 7932 595798 ronaldo giroud ange ronaldo tenhag glazerssellmanutd glasgow london derry argentina chelsea oldtrafford manchesterunited dublin glazersout australia france saudiarabia qatar england ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,212,25
511,"With the...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivescores, #Astonvilla, #pltabl...
https://t.co/QxoVI2UX7H",with the premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivescores astonvilla pltabl ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,185,20
512,German will sign up with Chelsea – green light to sign £125M man – Mbappe move to be made #ChelseaFC #Chelsea #StamfordBridge #CFCLive https://t.co/RtJ7iwnQsK,german will sign up with chelsea green light to sign 125m man mbappe move to be made chelseafc chelsea stamfordbridge cfclive ,0.06666666666666667,0.3333333333333333,neutral,0.0,1.0,0.0,0.0,126,21
513,"🚨 Hakim Ziyech is not in Potter’s plans and is ready to leave #Chelsea in January.
#CFC 

Via @NicoSchira", hakim ziyech is not in potter plans and is ready to leave chelsea in january cfc via ,0.2,0.5,positive,0.064,0.802,0.134,0.3182,86,17
514,"⚽️England Johnstone

📍Full Time:
1️⃣ #PlymouthArgyle 3-2 #CharltonAthletic
2️⃣ #StevenageBorough 3-2 #Arsenal(U21)
3️⃣ #Wolves(U21) 0-0 #Mancheste United(U21)
4️⃣ #PeterboroughUnited 2-4 #Chelsea(U21)

✅More Analyze &amp; LiveStream: https://t.co/Rjv2HDAmLN

#EnglandJohnstone #EFL https://t.co/qSdkcXFkJu", england johnstone full time 1 plymouthargyle 3 2 charltonathletic 2 stevenageborough 3 2 arsenal u21 3 wolves u21 0 0 mancheste united u21 4 peterboroughunited 2 4 chelsea u21 more analyze amp livestream englandjohnstone efl ,0.425,0.525,positive,0.0,0.887,0.113,0.4215,226,35
515,"🚨 I believe Declan Rice to #Chelsea is further along the line than some outlets are reporting. 
#CFC 

Via @FootieWriter", believe declan rice to chelsea is further along the line than some outlets are reporting cfc via ,0.0,0.5,neutral,0.0,1.0,0.0,0.0,98,17
516,"Arsenal, Chelsea and Tottenham ...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivesc...
https://t.co/9JyMhWKFji",arsenal chelsea and tottenham premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivesc ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,184,20
517,🙌😁  💙🚨 #ChelseaFollowTrain 🚂 ❗️FOLLOW EVERYONE THAT COMMENTS  https://t.co/Y0U2XtL7L6  #Chelsea  #Cfc, chelseafollowtrain follow everyone that comments chelsea cfc,0.0,0.0,neutral,0.0,1.0,0.0,0.0,61,7
518,"#Chelsea going for the killer attack combo.

Auba, Ronaldo, Lukaku

This club is getting flushed.", chelsea going for the killer attack combo auba ronaldo lukaku this club is getting flushed ,0.0,0.0,negative,0.363,0.637,0.0,-0.8126,92,15
519,Pundit cannot see Man City selling player to ‘domestic rivals’ #Tottenham #epl #LFC #CFC #MANUTD https://t.co/Kl5hN2w01g #chelsea #chelseafc #epltransfers #mancity #mancity #tottenhamfc #transfernews #transferrumors #transfers,pundit cannot see man city selling player to domestic rivals tottenham epl lfc cfc manutd chelsea chelseafc epltransfers mancity mancity tottenhamfc transfernews transferrumors transfers,0.0,0.1,neutral,0.0,1.0,0.0,0.0,186,24
520,"Mason Mount is in discussions over a new deal at #Chelsea, which could see his wages reach £300,000-a-week. (Mail)",mason mount is in discussions over new deal at chelsea which could see his wages reach 300 000 week mail ,0.13636363636363635,0.45454545454545453,neutral,0.0,0.945,0.055,0.0258,105,20
521,Opened my hotel room curtains and look what I saw …. #cfc #chelsea #UTC #KTBFFH 💙 https://t.co/DdcMgIV7sp,opened my hotel room curtains and look what saw cfc chelsea utc ktbffh ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,71,13
522,"Oh you know… just a lil lunch with Sharon, Ross, and Calvin. 💜🙏🏽🥰
.
#calvinroyaliii #abt #chelsea @ Loulou NYC https://t.co/5AxvdnoHBb",oh you know just lil lunch with sharon ross and calvin calvinroyaliii abt chelsea loulou nyc ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,93,16
523,"Liverpo...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivescores, #Astonvilla, #pltable, #...
https://t.co/OxqNsN1JAp",liverpo premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivescores astonvilla pltable ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,185,19
524,"https://t.co/ckgnjW1HcC Researchers analysed a diverse, large and nationwide sample of older adults in the US #USA #Midterms2022 #Messi #Messing #Chelsea #BoycottQatar2022 #BachelorInParadise #Americanfootball #NBA #NFL #ETH #INDvsNZ #JanhviKapoor #NFT #Qatar2022 #QatarWorldCup https://t.co/OyF57TN3zL", researchers analysed diverse large and nationwide sample of older adults in the us usa midterms2022 messi messing chelsea boycottqatar2022 bachelorinparadise americanfootball nba nfl eth indvsnz janhvikapoor nft qatar2022 qatarworldcup ,0.19047619047619047,0.38095238095238093,neutral,0.0,1.0,0.0,0.0,237,29
525,Hakim #Ziyech is not in #Potter’s plans and is ready to leave #Chelsea in January. #transfers #CFC,hakim ziyech is not in potter plans and is ready to leave chelsea in january transfers cfc,0.2,0.5,positive,0.064,0.802,0.134,0.3182,90,17
526,"🔵🔵  There's Millions of active #Chelsea Fans all over the world  on Twitter!! Simply Like, Retweet &amp; Comment so we can all find eachother  https://t.co/IlpA4F9RWH 🤝🔵   #Chelseafollowtrain  #Cfc", there millions of active chelsea fans all over the world on twitter simply like retweet amp comment so we can all find eachother chelseafollowtrain cfc,-0.06666666666666667,0.47857142857142854,positive,0.0,0.816,0.184,0.6369,152,25
527,Christopher Nkunku will be a #Chelsea player at the end of this season 👊🔵 https://t.co/cMd0r4hRo3,christopher nkunku will be chelsea player at the end of this season ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,68,12
528,"Weight Lifting Log Book: Personal Training Exercise Notebook and Workout Journal for Men and Women,  XGGWVOS

https://t.co/wSGYDMhLSm

#lfc #timetravel #megaman #earrings #vibe #prom #ghosts #healthy #artemis #drink #chelsea #retail #hereford #bookpromo #caturday https://t.co/8ddwm8yPcy",weight lifting log book personal training exercise notebook and workout journal for men and women xggwvos lfc timetravel megaman earrings vibe prom ghosts healthy artemis drink chelsea retail hereford bookpromo caturday ,0.25,0.4,positive,0.0,0.917,0.083,0.4019,220,31
529,"Liverpool are vying with Chelse...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivescores, ...
https://t.co/f8ogTjJAz0",liverpool are vying with chelse premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivescores ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,190,21
530,"😁🔵🔵🤩   #Chelsea fan with less than 1000 followers?  Follow me, Retweet this tweet, reply to this tweet, with 💙💙 and let's all follow you back 🤝🌏📲  https://t.co/YaEuBCNtXo  #Chelseafollowtrain  #Cfc", chelsea fan with less than 1000 followers follow me retweet this tweet reply to this tweet with and let all follow you back chelseafollowtrain cfc,-0.08333333333333333,0.03333333333333333,positive,0.0,0.913,0.087,0.3182,147,25
531,"🔷🤝📲🌎📡  There's Millions of active #Chelsea Fans all over the world  on Twitter!! Simply Like, Retweet &amp; Comment so we can all find eachother  https://t.co/Ugx4P4LpsD 🤝🔵   #Chelseafollowtrain  #Cfc", there millions of active chelsea fans all over the world on twitter simply like retweet amp comment so we can all find eachother chelseafollowtrain cfc,-0.06666666666666667,0.47857142857142854,positive,0.0,0.816,0.184,0.6369,152,25
532,@SenWarren @SenWarren-please how much money have you received from book publishers? Every time we turn around-#Comey gets millions-#Clintons get millions-#Obama gets millions-#Bernie gets millions-#Chelsea gets millions from book deals-your getting ridiculous with your distractions ! https://t.co/kkSofeuiRp, please how much money have you received from book publishers every time we turn around comey gets millions clintons get millions obama gets millions bernie gets millions chelsea gets millions from book deals your getting ridiculous with your distractions ,-0.06666666666666665,0.6,negative,0.105,0.841,0.054,-0.296,256,39
533,"With Liv...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivescores, #Astonvilla, #pltabl...
https://t.co/CXbWTq0exO",with liv premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivescores astonvilla pltabl ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,185,20
534,"The Hep Cats Dancing in ""Katnip Kollege"" Studio Lobby Card Publicity Still - Warner Brothe GW11XHW

https://t.co/u0zkht4INm

#redvelvet #war #vibe #leather #northernlights #harrypotter #launchpad #black #beach #yogateacher #nfl #tonight #chelsea https://t.co/KeXQVfc9cR",the hep cats dancing in katnip kollege studio lobby card publicity still warner brothe gw11xhw redvelvet war vibe leather northernlights harrypotter launchpad black beach yogateacher nfl tonight chelsea ,-0.16666666666666666,0.43333333333333335,negative,0.126,0.839,0.035,-0.5859,203,28
535,"@VikSoho @Illustrious_Cee And #Arsenal couldn't harness his qualities fully ( FA cups notwithstanding)...never invested in some good goal scoring wingers and Defenders when he was around, esp the 2016 season when #Leicester shocked everyone and won the PL..transfers to #Chelsea, boom, the trophies flow..", cee and arsenal couldn harness his qualities fully fa cups notwithstanding never invested in some good goal scoring wingers and defenders when he was around esp the 2016 season when leicester shocked everyone and won the pl transfers to chelsea boom the trophies flow ,0.0,0.7000000000000001,positive,0.046,0.797,0.157,0.6808,269,44
536,"🚨#Chelsea target Anthony Gordon is still on the west London club’s shortlist but has fallen down it.

The Everton winger remains on their radar, the journalist believes he is no longer a priority for them.
#CFC

@JacobsBen via @GiveMeSport", chelsea target anthony gordon is still on the west london club shortlist but has fallen down it the everton winger remains on their radar the journalist believes he is no longer priority for them cfc via ,-0.15555555555555559,0.2888888888888889,negative,0.151,0.849,0.0,-0.7227,205,36
537,"""My expectation is that in January it's not going to be an easy one for #Chelsea to sign [Southampton midfielder] Roméo Lavia, maybe in the summer.""
#CFC 

@FabrizioRomano via @GiveMeSport", my expectation is that in january it not going to be an easy one for chelsea to sign southampton midfielder rom lavia maybe in the summer cfc via ,0.43333333333333335,0.8333333333333334,positive,0.0,0.903,0.097,0.4404,147,28
538,"🚨 Borussia Dortmund's Jude Bellingham will be the subject of a bidding war with his club set to demand at least £130million for him when the likes of Man City, Man United, Liverpool, #Chelsea &amp; Real Madrid come calling in the summer.
#CFC

@SamiMokbel81_DM &amp; @AdrianJKajumba", borussia dortmund jude bellingham will be the subject of bidding war with his club set to demand at least 130million for him when the likes of man city man united liverpool chelsea amp real madrid come calling in the summer cfc dm amp ,-0.08888888888888889,0.3444444444444445,positive,0.108,0.78,0.112,0.0516,236,43
539,🔵🔵  🌍🌏 INTERNATIONAL FANS DROP YOUR FLAGS BELOW ⬇️ and lets connect 🤝 #Chelseafollowtrain 🚂  https://t.co/8mXXqF68xM  #Chelsea #Cfc, international fans drop your flags below and lets connect chelseafollowtrain chelsea cfc,0.0,0.0,negative,0.16,0.84,0.0,-0.2732,89,12
540,"@CoachTatur84 Thanks!

Please help support my firsties by donating a dollar to our classroom!

First year, first grade teacher! I am teaching 24 students, and any resources would be appreciated. 

#clearthelist #kidlit #stem #yalit #books #chelsea #k12 #avfc

https://t.co/rIgrjxayIk https://t.co/KPyj0ySrJF", thanks please help support my firsties by donating dollar to our classroom first year first grade teacher am teaching 24 students and any resources would be appreciated clearthelist kidlit stem yalit books chelsea k12 avfc ,0.22499999999999998,0.24166666666666667,positive,0.0,0.683,0.317,0.9169,224,35
541,"Please help support my firsties by donating a dollar to our classroom!

First year, first grade teacher! I am teaching 24 students, and any resources would be appreciated. 

#clearthelist #kidlit #stem #yalit #books #chelsea #k12 #BoycottQatar2022 

https://t.co/rIgrjxayIk https://t.co/iK54SGFuRO",please help support my firsties by donating dollar to our classroom first year first grade teacher am teaching 24 students and any resources would be appreciated clearthelist kidlit stem yalit books chelsea k12 boycottqatar2022 ,0.2333333333333333,0.25555555555555554,positive,0.0,0.732,0.268,0.875,228,34
542,What’s next for Cristiano Ronaldo? 👀 ——————————————————————— #cr7 #cristiano #ronaldo #manutd #manchesterunited #cristianoronaldo #chelsea #psg #sporting #mls - https://t.co/F7WkAAoYym https://t.co/29p4QQl7FE,what next for cristiano ronaldo cr7 cristiano ronaldo manutd manchesterunited cristianoronaldo chelsea psg sporting mls ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,120,15
543,"@SteelCityHelps Thanks!

Please help support my firsties by donating a dollar to our classroom!

First year, first grade teacher! I am teaching 24 students, and any resources would be appreciated. 

#clearthelist #kidlit #stem #yalit #books #chelsea #BoycottQatar2022 

https://t.co/rIgrjxayIk", thanks please help support my firsties by donating dollar to our classroom first year first grade teacher am teaching 24 students and any resources would be appreciated clearthelist kidlit stem yalit books chelsea boycottqatar2022 ,0.22499999999999998,0.24166666666666667,positive,0.0,0.676,0.324,0.9169,232,34
544,"😁🔵🔵🤩   There's Millions of active #Chelsea Fans all over the world  on Twitter!! Simply Like, Retweet &amp; Comment so we can all find eachother  https://t.co/HZZq5NvW9I 🤝🔵  #Chelseafollowtrain   #Cfc", there millions of active chelsea fans all over the world on twitter simply like retweet amp comment so we can all find eachother chelseafollowtrain cfc,-0.06666666666666667,0.47857142857142854,positive,0.0,0.816,0.184,0.6369,152,25
545,"Please help support my firsties by donating a dollar to our classroom!

First year, first grade teacher! I am teaching 24 students, and any resources would be appreciated. 

#clearthelist #kidlit #stem #yalit #books #chelsea #k12 #avfc

https://t.co/rIgrjxayIk https://t.co/5ICpQwDpBh",please help support my firsties by donating dollar to our classroom first year first grade teacher am teaching 24 students and any resources would be appreciated clearthelist kidlit stem yalit books chelsea k12 avfc ,0.2333333333333333,0.25555555555555554,positive,0.0,0.732,0.268,0.875,216,34
546,"Liverpo...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivescores, #Astonvilla, #pltable, #...
https://t.co/f2C0nMshdU",liverpo premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivescores astonvilla pltable ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,185,19
547,"An analysis of the USA team ahead of #England’s FIFA World Cup clash against them this Friday night.
It was the most reckless move from a...
#Centre #Chelsea #English #Kane #Milan #Page #Turner #Weston
🔗 https://t.co/E0Gn3jTEm1 https://t.co/tNLvz1i5sz",an analysis of the usa team ahead of england fifa world cup clash against them this friday night it was the most reckless move from centre chelsea english kane milan page turner weston ,0.25,0.25,negative,0.086,0.914,0.0,-0.4576,185,33
548,"Reading Poker Tells FILUDQX

https://t.co/uTOI0GbOBE

#mcminnville #securitycameras #lighting #meeting #boot #river #chelsea #support #charm #runningshoes #obama #covenant #tablelamp https://t.co/mkxocuUgvt",reading poker tells filudqx mcminnville securitycameras lighting meeting boot river chelsea support charm runningshoes obama covenant tablelamp ,0.0,0.0,positive,0.0,0.735,0.265,0.6597,144,17
549,"Robert Kalfin, Founder of an Adventurous Theater, Dies at 89

#Chelsea 

https://t.co/AjQ89FAfil https://t.co/fUMlcnjdsP",robert kalfin founder of an adventurous theater dies at 89 chelsea ,0.5,0.9,positive,0.0,0.806,0.194,0.34,67,11
550,Which club will Cristiano Ronaldo play for next? #CristianoRonaldo #Ronaldo #Football #Soccer #Sporting #PSG #Chelsea #Napoli,which club will cristiano ronaldo play for next cristianoronaldo ronaldo football soccer sporting psg chelsea napoli,0.0,0.0,positive,0.0,0.862,0.138,0.34,116,16
551,#Chelsea rumoured to be circling for sensational $50M move for Luca Unbehaun!, chelsea rumoured to be circling for sensational 50m move for luca unbehaun ,0.6666666666666666,0.6666666666666666,neutral,0.0,1.0,0.0,0.0,76,12
552,"Liverpoo...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivescores, #Astonvilla, #pltable, #c...
https://t.co/7xLiyohS1l",liverpoo premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivescores astonvilla pltable ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,186,19
553,The G.O.A.T in blue 💙 Can’t wait if that happens. Ronaldo to Chelsea 🙌🏻 #CR7 #Chelsea,the o t in blue can wait if that happens ronaldo to chelsea cr7 chelsea,0.0,0.1,neutral,0.0,1.0,0.0,0.0,71,15
554,"[#CHELSEA's post] 221122 Update On Instagram Story @./chelseavanmeijr

#CHELSEA #StarBe #SkyBe https://t.co/Db7iDrnkJd", chelsea post 221122 update on instagram story chelseavanmeijr chelsea starbe skybe ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,84,11
555,"Ready for  #football #futbol #soccer in #Europe shop my #eBay #store now https://t.co/ayr5JKdE8w in #BayernMunich #PSG  #RealMadrid #Barcelona #ACMilan #InterMilan #Juventus  #ManUTD #Chelsea #Arsenal #Ajax #Liverpool #Fenerbahce  buy 
@eBay
 today we ship asap https://t.co/YPIZJAaHmg",ready for football futbol soccer in europe shop my ebay store now in bayernmunich psg realmadrid barcelona acmilan intermilan juventus manutd chelsea arsenal ajax liverpool fenerbahce buy today we ship asap ,0.2,0.5,positive,0.0,0.923,0.077,0.3612,207,31
556,"Sporting are the favourties to sign free agent Cristiano Ronaldo but Chelsea could enter the mix

#sporting #chelsea #ronaldo #cr7",sporting are the favourties to sign free agent cristiano ronaldo but chelsea could enter the mix sporting chelsea ronaldo cr7,0.4,0.8,positive,0.0,0.898,0.102,0.2846,125,20
557,"Liverpo...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivescores, #Astonvilla, #pltable, #...
https://t.co/7tm6gJWhAN",liverpo premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivescores astonvilla pltable ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,185,19
558,#Chelsea announce four players have left club including Andreas #Christensen and £35m flop #epl #LFC #CFC #MANUTD https://t.co/cqI2FrTgFK #chelseatransfer #chelseafc #transferrumors #transfers, chelsea announce four players have left club including andreas christensen and 35m flop epl lfc cfc manutd chelseatransfer chelseafc transferrumors transfers,0.0,0.0,negative,0.107,0.893,0.0,-0.34,158,21
559,"Looking between buildings adjacent to the #High_Line in #Chelsea, #Manhattan. https://t.co/0MbuElowlN",looking between buildings adjacent to the high line in chelsea manhattan ,0.16,0.5399999999999999,neutral,0.0,1.0,0.0,0.0,73,11
560,Catch all the World Cup Action @boxersnyc Nov 20th - Dec 18th #americasgaysportsbar #chelsea #hellskitchen ⚽️⚽️⚽️ https://t.co/tzKBg3hJZ0,catch all the world cup action nov 20th dec 18th americasgaysportsbar chelsea hellskitchen ,0.05,0.05,neutral,0.0,1.0,0.0,0.0,91,13
561,"😁🔵🔵🤩   #Chelsea fan with less than 1000 followers?  Follow me, Retweet this tweet, reply to this tweet, with 🔵🔵 and let's all follow you back 🤝🌏📲  https://t.co/WJZRjWxAFj  #Chelseafollowtrain  #Cfc", chelsea fan with less than 1000 followers follow me retweet this tweet reply to this tweet with and let all follow you back chelseafollowtrain cfc,-0.08333333333333333,0.03333333333333333,positive,0.0,0.913,0.087,0.3182,147,25
562,#CR7 is always right club plus fans disbanded #ManchesterUnited end of an era #MUFC as homeless as #Chelsea, cr7 is always right club plus fans disbanded manchesterunited end of an era mufc as homeless as chelsea,0.2857142857142857,0.5357142857142857,neutral,0.0,1.0,0.0,0.0,104,18
563,"With Liv...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivescores, #Astonvilla, #pltabl...
https://t.co/8INEM2jHUw",with liv premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivescores astonvilla pltabl ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,185,20
564,Kid with a cool name like that is always going straight to the top 📈 just chuck him in the first team already #chelsea https://t.co/EfJRaQpc4z,kid with cool name like that is always going straight to the top just chuck him in the first team already chelsea ,0.325,0.4708333333333333,positive,0.0,0.679,0.321,0.7579,114,22
565,🔷🤝📲🌎📡  🌍🌏 INTERNATIONAL FANS DROP YOUR FLAGS BELOW ⬇️ and lets connect 🤝 #Chelseafollowtrain 🚂  https://t.co/8mXXqF68xM  #Chelsea #Cfc, international fans drop your flags below and lets connect chelseafollowtrain chelsea cfc,0.0,0.0,negative,0.16,0.84,0.0,-0.2732,89,12
566,"A #Chelsea midfielder capable of hitting the target from distance, there is hope after all. Cesare Casadei 🚀🔥🇮🇹https://t.co/0TW09taOcv",a chelsea midfielder capable of hitting the target from distance there is hope after all cesare casadei ,0.2,0.4,positive,0.0,0.718,0.282,0.6705,104,17
567,"Good Lord, it’s for realz, #ManchesterUnited is now officially on the block…

…with #Raine Group (who nailed down a $5.2B deal for #Chelsea earlier this year) appointed as the auctioneer!

https://t.co/E9s1zZ9McO

$MANU now up +25% today/after-hours…

https://t.co/ZoMrOEoQ8z https://t.co/2hMAkDy2NQ",good lord it for realz manchesterunited is now officially on the block with raine group who nailed down 5 2b deal for chelsea earlier this year appointed as the auctioneer manu now up 25 today after hours ,0.18148148148148147,0.462962962962963,neutral,0.073,0.854,0.073,0.0,205,37
568,"There is “no chance” of Newcast...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivescores, #...
https://t.co/UITfo44a0N",there is no chance of newcast premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivescores ,0.0,0.0,negative,0.091,0.826,0.083,-0.0516,188,22
569,"@CatenaccioEra #Chelsea letting him go was a big mistake. #Benzema getting injured could be good for #France with #Giroud then can go far, winning? Still a long way to go.", chelsea letting him go was big mistake benzema getting injured could be good for france with giroud then can go far winning still long way to go ,0.24999999999999994,0.5700000000000001,positive,0.148,0.669,0.183,0.296,146,27
570,"Liverpo...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivescores, #Astonvilla, #pltable, #...
https://t.co/X1kfSerewn",liverpo premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivescores astonvilla pltable ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,185,19
571,"💙   #Chelsea fan with less than 1000 followers?  Follow me, Retweet this tweet, reply to this tweet, with 🔵🔵 and let's all follow you back 🤝🌏📲  https://t.co/NuqJcakANU  #Chelseafollowtrain  #Cfc", chelsea fan with less than 1000 followers follow me retweet this tweet reply to this tweet with and let all follow you back chelseafollowtrain cfc,-0.08333333333333333,0.03333333333333333,positive,0.0,0.913,0.087,0.3182,147,25
572,"Chelsea are said to be monitoring Rashford after reports Ronaldo had unsettled Rashford staying at Man Utd

#Chelsea #Rashford #Ronaldo",chelsea are said to be monitoring rashford after reports ronaldo had unsettled rashford staying at man utd chelsea rashford ronaldo,0.0,0.0,negative,0.108,0.892,0.0,-0.3182,131,20
573,"The Glazers open to selling Man United. The Raine Group, who oversaw Chelsea sale, named as ""exclusive financial advisor"". #manchesterunited #dogsofmathias777 #ronaldo #chelsea #frenchbulldog #qatar #workout https://t.co/t5krs487iG",the glazers open to selling man united the raine group who oversaw chelsea sale named as exclusive financial advisor manchesterunited dogsofmathias777 ronaldo chelsea frenchbulldog qatar workout ,0.0,0.25,positive,0.0,0.848,0.152,0.5106,195,26
574,"Corriere Dello Sport editor Ivan Zazzaroni: “When Cristiano decided to leave Turin, he was convinced that the whole world was waiting for him. He found himself a step away from #Chelsea, the club had reached an agreement with Jorge Mendes, but found strong opposition from Tuchel”",corriere dello sport editor ivan zazzaroni when cristiano decided to leave turin he was convinced that the whole world was waiting for him he found himself step away from chelsea the club had reached an agreement with jorge mendes but found strong opposition from tuchel ,0.31666666666666665,0.5666666666666667,positive,0.022,0.789,0.189,0.8176,271,45
575,#Chelsea u21 are through to the last 16 of the #PapaJohnsTrophy. Under-21s won 4-2 at #Peterborough Utd tonight and the scoreline flattered the League One side. https://t.co/VMvFgtZ7Xl, chelsea u21 are through to the last 16 of the papajohnstrophy under 21s won 4 2 at peterborough utd tonight and the scoreline flattered the league one side ,0.0,0.06666666666666667,positive,0.0,0.792,0.208,0.743,157,28
576,"#Chelsea and #Arsenal are reportedly ready to battle it out for the potential transfer of #FCPorto winger Pepe, who has a €75m release clause. (via @Record_Portugal)", chelsea and arsenal are reportedly ready to battle it out for the potential transfer of fcporto winger pepe who has 75m release clause via portugal ,0.1,0.75,neutral,0.093,0.819,0.089,-0.0258,149,25
577,"Liverpoo...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivescores, #Astonvilla, #pltable, #c...
https://t.co/2A4yTpor4j",liverpoo premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivescores astonvilla pltable ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,186,19
578,"🔵🔵   #Chelsea fan with less than 1000 followers?  Follow me, Retweet this tweet, reply to this tweet, with 🔵🔵 and let's all follow you back 🤝🌏📲  https://t.co/NuqJcaCbFs  #Chelseafollowtrain  #Cfc", chelsea fan with less than 1000 followers follow me retweet this tweet reply to this tweet with and let all follow you back chelseafollowtrain cfc,-0.08333333333333333,0.03333333333333333,positive,0.0,0.913,0.087,0.3182,147,25
